LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
20267,SEATTLE,WA,98133,446130,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
20265,SPOKANE,WA,99204,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
20264,LYNNWOOD,WA,98037,238140,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-02
20257,VASHON,WA,98070,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20257,MILL CREEK,WA,98012,423910,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-01
20255,SEATTLE,WA,98178,238320,Corporation,Unanswered,Unanswered,Unanswered,,4,04/30/2020,"JPMorgan Chase Bank, National Association",WA-09
20252,BELLINGHAM,WA,98226,531311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/14/2020,KeyBank National Association,WA-02
20250,SEATTLE,WA,98101,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20250,LAKEWOOD,WA,98499,524210,Corporation,Unanswered,Unanswered,Unanswered,,3,4-11-2020,KeyBank National Association,WA-06
20248,VANCOUVER,WA,98683,236118,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-03
20242,SEATTLE,WA,98109,,Corporation,Unanswered,Male Owned,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
20227,EDMONDS,WA,98020,812910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,06/26/2020,"Wells Fargo Bank, National Association",WA-07
20225,MILL CREEK,WA,98012,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20222,VANCOUVER,WA,98682,221118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20220,SEATTLE,WA,98105,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20217,MONTESANO,WA,98563,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-06
20208,SEDRO WOOLLEY,WA,98284,812199,Corporation,Unanswered,Unanswered,Unanswered,,0,5-11-2020,"Wells Fargo Bank, National Association",WA-02
20208,BELLEVUE,WA,98004,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/14/2020,"Wells Fargo Bank, National Association",WA-01
20200,REDMOND,WA,98052,561431,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4-10-2020,KeyBank National Association,WA-01
20200,MOSES LAKE,WA,98837,621610,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,6,8-5-2020,"JPMorgan Chase Bank, National Association",WA-04
20200,SEATTLE,WA,98102,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4-12-2020,KeyBank National Association,WA-07
20200,PORT ORCHARD,WA,98366,812310,Corporation,Unanswered,Unanswered,Unanswered,,8,4-12-2020,KeyBank National Association,WA-06
20200,BELLEVUE,WA,98005,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-09
20197,TACOMA,WA,98407,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-06
20190,DUVALL,WA,98019,519120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20187,WOODINVILLE,WA,98077,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20185,BELLEVUE,WA,98008,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20180,SEATTLE,WA,98103,813920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20180,CENTRALIA,WA,98531,315990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,8-5-2020,KeyBank National Association,WA-03
20171,EDMONDS,WA,98020,561730,Corporation,Unanswered,Male Owned,Non-Veteran,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
20157,BUCKLEY,WA,98321,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
20157,SHORELINE,WA,98133,813410,Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20146,AUBURN,WA,98092,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-08
20145,SEATTLE,WA,98119,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20135,SEATTLE,WA,98109,999990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20130,SPOKANE,WA,99205,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
20130,ZILLAH,WA,98953,312130,Corporation,Unanswered,Unanswered,Unanswered,,3,4-11-2020,KeyBank National Association,WA-04
20125,SEATTLE,WA,98107,337122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,"JPMorgan Chase Bank, National Association",WA-07
20118,TUKWILA,WA,98188,722320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,8-5-2020,KeyBank National Association,WA-09
20112,CAMANO ISLAND,WA,98282,541213,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
20110,SEDRO WOOLLEY,WA,98284,424990,Corporation,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
20100,BURIEN,WA,98166,561439,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,8-7-2020,KeyBank National Association,WA-07
20100,TACOMA,WA,98443,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/15/2020,KeyBank National Association,WA-10
20092,SEATTLE,WA,98115,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20089,OLYMPIA,WA,98516,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/29/2020,KeyBank National Association,WA-10
20074,TACOMA,WA,98404,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-10
20062,TACOMA,WA,98402,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
20045,Clarkston,WA,99403,621210,,Unanswered,Unanswered,Unanswered,,1,5-3-2020,KeyBank National Association,WA-05
20023,VANCOUVER,WA,98660,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-03
20022,KIRKLAND,WA,98034,722511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,06/25/2020,"JPMorgan Chase Bank, National Association",WA-01
20010,KIRKLAND,WA,98033,311999,Corporation,Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-01
20000,NEWMAN LAKE,WA,99025,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
20000,VANCOUVER,WA,98682,445120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4-10-2020,KeyBank National Association,WA-03
20000,KENT,WA,98032,624410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,SEATTLE,WA,98122,512110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-07
20000,VANCOUVER,WA,98682,812910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,EVERETT,WA,98208,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20000,VANCOUVER,WA,98660,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,SEATTLE,WA,98178,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/15/2020,KeyBank National Association,WA-09
20000,BLAINE,WA,98230,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20000,LAKE STEVENS,WA,98258,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
20000,LYNNWOOD,WA,98087,621320,Corporation,Unanswered,Unanswered,Unanswered,,0,5-4-2020,"Wells Fargo Bank, National Association",WA-02
20000,GRAHAM,WA,98338,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4-10-2020,KeyBank National Association,WA-08
20000,SEATTLE,WA,98199,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/21/2020,KeyBank National Association,WA-07
20000,SEATTLE,WA,98118,722511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/15/2020,KeyBank National Association,WA-09
20000,BELLEVUE,WA,98004,,Corporation,Unanswered,Male Owned,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20000,KENT,WA,98032,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,SEATTLE,WA,98103,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20000,SPOKANE,WA,99217,561440,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
20000,BELLINGHAM,WA,98225,621330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,06/23/2020,KeyBank National Association,WA-02
20000,BELLEVUE,WA,98005,524210,Corporation,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,SEATTLE,WA,98118,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-5-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,WOODINVILLE,WA,98072,812320,Corporation,Unanswered,Female Owned,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20000,VANCOUVER,WA,98684,,Corporation,Unanswered,Male Owned,Non-Veteran,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,BLACK DIAMOND,WA,98010,488119,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
20000,SEATTLE,WA,98122,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20000,WHITE SALMON,WA,98672,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,KENT,WA,98032,524210,Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,LANGLEY,WA,98260,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
20000,EVERETT,WA,98201,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4-10-2020,KeyBank National Association,WA-02
20000,MERCER ISLAND,WA,98040,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,VANCOUVER,WA,98662,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,SEATTLE,WA,98118,445110,Corporation,Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,POULSBO,WA,98370,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
20000,SEATTLE,WA,98103,722511,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-07
20000,RENTON,WA,98055,541199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-09
20000,SEATTLE,WA,98121,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
20000,CAMAS,WA,98607,311942,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,SEATTLE,WA,98144,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,RIDGEFIELD,WA,98642,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,SEATTLE,WA,98118,541213,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,6-12-2020,KeyBank National Association,WA-09
20000,AUBURN,WA,98092,238130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/29/2020,"JPMorgan Chase Bank, National Association",WA-08
20000,SEATAC,WA,98198,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
20000,WOODINVILLE,WA,98077,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
20000,VANCOUVER,WA,98686,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
20000,LILLIWAUP,WA,98555,722410,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8,4-11-2020,KeyBank National Association,WA-06
20000,SEATTLE,WA,98101,311991,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-07
20000,PULLMAN,WA,99163,523910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
20000,TACOMA,WA,98402,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-06
20000,GRANITE FALLS,WA,98252,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-01
20000,TACOMA,WA,98407,238990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-06
20000,VANCOUVER,WA,98686,453110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4-11-2020,KeyBank National Association,WA-03
20000,ARLINGTON,WA,98223,531120,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,0,8-4-2020,"Wells Fargo Bank, National Association",WA-02
20000,BELLINGHAM,WA,98226,812199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4-11-2020,KeyBank National Association,WA-02
20000,PUYALLUP,WA,98375,611610,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-08
20000,VANCOUVER,WA,98660,512110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-03
20000,BREMERTON,WA,98337,713120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4-11-2020,KeyBank National Association,WA-06
20000,Union Gap,WA,98903,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5-3-2020,KeyBank National Association,WA-04
20000,Centralia,WA,98531,621111,,Unanswered,Unanswered,Unanswered,,5,5-3-2020,KeyBank National Association,WA-03
20000,BOTHELL,WA,98012,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-01
20000,Lake Stevens,WA,98258,238310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-3-2020,KeyBank National Association,WA-02
20000,Seattle,WA,98134,423110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-3-2020,KeyBank National Association,WA-07
20000,MAPLE VALLEY,WA,98038,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4-12-2020,KeyBank National Association,WA-08
20000,TACOMA,WA,98405,621320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4-12-2020,KeyBank National Association,WA-06
20000,SEATTLE,WA,98109,238910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-12-2020,KeyBank National Association,WA-07
20000,TOPPENISH,WA,98948,111998,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4-12-2020,KeyBank National Association,WA-04
20000,ISSAQUAH,WA,98029,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4-12-2020,KeyBank National Association,WA-08
20000,LACEY,WA,98516,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-10
20000,BELLEVUE,WA,98005,621111,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-09
20000,SEATTLE,WA,98134,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-12-2020,KeyBank National Association,WA-07
20000,BAINBRIDGE ISLAND,WA,98110,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
20000,SEATTLE,WA,98125,812990,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
20000,SEATTLE,WA,98122,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5-8-2020,KeyBank National Association,WA-07
20000,PUYALLUP,WA,98375,562991,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-08
20000,BATTLE GROUND,WA,98604,611430,Corporation,Unanswered,Unanswered,Unanswered,,0,5-8-2020,"Wells Fargo Bank, National Association",WA-03
20000,CHELAN,WA,98816,999990,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-04
20000,VANCOUVER,WA,98665,541614,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/26/2020,"JPMorgan Chase Bank, National Association",WA-03
20000,BOTHELL,WA,98021,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/13/2020,KeyBank National Association,WA-01
20000,VANCOUVER,WA,98660,541420,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,06/26/2020,KeyBank National Association,WA-03
20000,KIRKLAND,WA,98033,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/13/2020,KeyBank National Association,WA-01
20000,TACOMA,WA,98407,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,06/26/2020,KeyBank National Association,WA-06
20000,LA CONNER,WA,98257,448110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/13/2020,KeyBank National Association,WA-02
20000,VANCOUVER,WA,98662,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/30/2020,"JPMorgan Chase Bank, National Association",WA-03
20000,SNOQUALMIE,WA,98065,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,KeyBank National Association,WA-01
20000,TACOMA,WA,98405,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,KeyBank National Association,WA-06
20000,OLYMPIA,WA,98501,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,06/29/2020,KeyBank National Association,WA-10
20000,SEATTLE,WA,98116,453110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-07
20000,EVERETT,WA,98204,451110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/30/2020,KeyBank National Association,WA-02
20000,BELLEVUE,WA,98004,541430,Corporation,Unanswered,Unanswered,Unanswered,,1,05/14/2020,KeyBank National Association,WA-01
20000,KIRKLAND,WA,98033,811490,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-01
20000,SAMMAMISH,WA,98074,523930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-08
20000,COLVILLE,WA,99114,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/14/2020,KeyBank National Association,WA-05
20000,KINGSTON,WA,98346,312120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/30/2020,KeyBank National Association,WA-06
20000,LA CENTER,WA,98629,484122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,06/30/2020,KeyBank National Association,WA-03
20000,PORT ANGELES,WA,98362,484110,Corporation,Unanswered,Unanswered,Unanswered,,2,04/28/2020,KeyBank National Association,WA-06
20000,SPOKANE,WA,99218,811111,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-05
20000,SNOHOMISH,WA,98290,238320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/14/2020,KeyBank National Association,WA-01
20000,COVINGTON,WA,98042,423990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/14/2020,"Wells Fargo Bank, National Association",WA-08
20000,YAKIMA,WA,98902,722410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8,04/14/2020,KeyBank National Association,WA-04
20000,PUYALLUP,WA,98373,812199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-10
20000,FERNDALE,WA,98248,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-01
20000,CARSON,WA,98610,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,04/15/2020,KeyBank National Association,WA-03
20000,SEATTLE,WA,98109,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,06/18/2020,"Wells Fargo Bank, National Association",WA-07
20000,COVINGTON,WA,98042,722511,Corporation,Unanswered,Unanswered,Unanswered,,5,07/27/2020,"JPMorgan Chase Bank, National Association",WA-08
20000,SHELTON,WA,98584,722410,Corporation,Unanswered,Unanswered,Unanswered,,7,04/15/2020,KeyBank National Association,WA-06
20000,RAINIER,WA,98576,811198,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,04/28/2020,KeyBank National Association,WA-03
20000,SEATTLE,WA,98177,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/28/2020,"JPMorgan Chase Bank, National Association",WA-07
19990,EVERETT,WA,98208,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
19977,GIG HARBOR,WA,98332,531210,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
19972,BELLEVUE,WA,98007,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
19968.4,MARYSVILLE,WA,98270,722514,Corporation,Unanswered,Unanswered,Unanswered,,6,05/18/2020,KeyBank National Association,WA-02
19967,Vancouver,WA,98686,238350,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-5-2020,"JPMorgan Chase Bank, National Association",WA-03
19955,FEDERAL WAY,WA,98023,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,05/14/2020,"JPMorgan Chase Bank, National Association",WA-09
19954,TACOMA,WA,98408,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,6-12-2020,"Wells Fargo Bank, National Association",WA-06
19941,PORT ORCHARD,WA,98366,531120,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
19932,VANCOUVER,WA,98682,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
19925,EVERETT,WA,98208,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
19917,ODESSA,WA,99159,112990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,4-11-2020,KeyBank National Association,WA-05
19912,EDMONDS,WA,98026,621310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
19903,TACOMA,WA,98404,722511,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-10
19900,CAMAS,WA,98607,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,5-3-2020,KeyBank National Association,WA-03
19900,RENTON,WA,98058,812111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/28/2020,KeyBank National Association,WA-08
19894,ROCHESTER,WA,98579,115310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,6-2-2020,"Wells Fargo Bank, National Association",WA-03
19892,ISSAQUAH,WA,98029,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
19888,TACOMA,WA,98444,423140,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-06
19875,SAMMAMISH,WA,98074,424460,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-8-2020,"Wells Fargo Bank, National Association",WA-08
19874,KIRKLAND,WA,98033,236118,Corporation,Unanswered,Unanswered,Unanswered,,0,06/15/2020,"Wells Fargo Bank, National Association",WA-01
19860,SNOHOMISH,WA,98296,561740,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/16/2020,"JPMorgan Chase Bank, National Association",WA-01
19859,TACOMA,WA,98402,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
19858,REDMOND,WA,98052,448110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/13/2020,KeyBank National Association,WA-01
